CTYNAME,YEAR,CTYCODE,MIDTERM,TOTVOTERS,SOCIALCAP.Religious2014,SOCIALCAP.Civic2014,SOCIALCAP.Business2014,SOCIALCAP.Political2014,SOCIALCAP.Professional2014,SOCIALCAP.Labor2014,SOCIALCAP.Bowling2014,SOCIALCAP.Recreational2014,SOCIALCAP.Golf2014,SOCIALCAP.Sports2014,SOCIALCAP.pop2014,SOCIALCAP.assn2014,SOCIALCAP.pvote2012,SOCIALCAP.respn2010,SOCIALCAP.nccs2014,SOCIALCAP.sk2014,SOCIALCAP.relig09,SOCIALCAP.civic09,SOCIALCAP.bus09,SOCIALCAP.pol09,SOCIALCAP.prof09,SOCIALCAP.labor09,SOCIALCAP.bowl09,SOCIALCAP.fitns09,SOCIALCAP.golf09,SOCIALCAP.sport09,SOCIALCAP.pop09,SOCIALCAP.respn10,SOCIALCAP.pvote08,SOCIALCAP.nccs09,SOCIALCAP.assn09,SOCIALCAP.sk09,HOUSE.Congress (Years),HOUSE.# of House Seats,HOUSE.Democrats,HOUSE.Republicans,HOUSE.Other,HOUSE.Del./Res.,SENATE.Session,SENATE.Total Seats,SENATE.Democrat,SENATE.Republican,SENATE.Other Parties,STATELEGIS.Session,STATELEGIS.House,STATELEGIS.Senate,STATELEGIS.Governor,VOTE_ELI.HD01_VD09,VOTE_ELI.HD01_VD11,VOTE_ELI.HD01_VD20,VOTE_ELI.HD01_VD22,VOTE_ELIGIBLE,Citizen: Total,Citizen: US Born,Citizen: Puerto Rico/US Islands Born,Citizen: Born Abroad,Citizen: Naturalization,Not Citizen,Percent Married,Percent Divorced,POPULATION,WHITE,BLACK,INDIAN,ASIAN,HAWAIIAN,OTHERS,X1,TOTALMALE,TOTALFEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE18ABOVE,POPULATION 18-24,HIGHSCHOOL DEGREE,BACHELOR'S DEGREE,POPULATION >25,HIGHSCHOOL DEGREE >25,BACHELOR'S DEGREE >25,GRADUATE DEGREE >25,INCOME.GEO.id,INCOME.GEO.id2,INCOME.GEO.display-label,INCOME.HC01_EST_VC01,INCOME.HC01_MOE_VC01,INCOME.HC02_EST_VC01,INCOME.HC02_MOE_VC01,INCOME.HC03_EST_VC01,INCOME.HC03_MOE_VC01,INCOME.HC04_EST_VC01,INCOME.HC04_MOE_VC01,INCOME.HC01_EST_VC02,INCOME.HC01_MOE_VC02,INCOME.HC02_EST_VC02,INCOME.HC02_MOE_VC02,INCOME.HC03_EST_VC02,INCOME.HC03_MOE_VC02,INCOME.HC04_EST_VC02,INCOME.HC04_MOE_VC02,INCOME.HC01_EST_VC03,INCOME.HC01_MOE_VC03,INCOME.HC02_EST_VC03,INCOME.HC02_MOE_VC03,INCOME.HC03_EST_VC03,INCOME.HC03_MOE_VC03,INCOME.HC04_EST_VC03,INCOME.HC04_MOE_VC03,INCOME.HC01_EST_VC04,INCOME.HC01_MOE_VC04,INCOME.HC02_EST_VC04,INCOME.HC02_MOE_VC04,INCOME.HC03_EST_VC04,INCOME.HC03_MOE_VC04,INCOME.HC04_EST_VC04,INCOME.HC04_MOE_VC04,INCOME.HC01_EST_VC05,INCOME.HC01_MOE_VC05,INCOME.HC02_EST_VC05,INCOME.HC02_MOE_VC05,INCOME.HC03_EST_VC05,INCOME.HC03_MOE_VC05,INCOME.HC04_EST_VC05,INCOME.HC04_MOE_VC05,INCOME.HC01_EST_VC06,INCOME.HC01_MOE_VC06,INCOME.HC02_EST_VC06,INCOME.HC02_MOE_VC06,INCOME.HC03_EST_VC06,INCOME.HC03_MOE_VC06,INCOME.HC04_EST_VC06,INCOME.HC04_MOE_VC06,INCOME.HC01_EST_VC07,INCOME.HC01_MOE_VC07,INCOME.HC02_EST_VC07,INCOME.HC02_MOE_VC07,INCOME.HC03_EST_VC07,INCOME.HC03_MOE_VC07,INCOME.HC04_EST_VC07,INCOME.HC04_MOE_VC07,INCOME.HC01_EST_VC08,INCOME.HC01_MOE_VC08,INCOME.HC02_EST_VC08,INCOME.HC02_MOE_VC08,INCOME.HC03_EST_VC08,INCOME.HC03_MOE_VC08,INCOME.HC04_EST_VC08,INCOME.HC04_MOE_VC08,INCOME.HC01_EST_VC09,INCOME.HC01_MOE_VC09,INCOME.HC02_EST_VC09,INCOME.HC02_MOE_VC09,INCOME.HC03_EST_VC09,INCOME.HC03_MOE_VC09,INCOME.HC04_EST_VC09,INCOME.HC04_MOE_VC09,INCOME.HC01_EST_VC10,INCOME.HC01_MOE_VC10,INCOME.HC02_EST_VC10,INCOME.HC02_MOE_VC10,INCOME.HC03_EST_VC10,INCOME.HC03_MOE_VC10,INCOME.HC04_EST_VC10,INCOME.HC04_MOE_VC10,INCOME.HC01_EST_VC11,INCOME.HC01_MOE_VC11,INCOME.HC02_EST_VC11,INCOME.HC02_MOE_VC11,INCOME.HC03_EST_VC11,INCOME.HC03_MOE_VC11,INCOME.HC04_EST_VC11,INCOME.HC04_MOE_VC11,INCOME.HC01_EST_VC13,INCOME.HC01_MOE_VC13,INCOME.HC02_EST_VC13,INCOME.HC02_MOE_VC13,INCOME.HC03_EST_VC13,INCOME.HC03_MOE_VC13,INCOME.HC04_EST_VC13,INCOME.HC04_MOE_VC13,INCOME.HC01_EST_VC15,INCOME.HC01_MOE_VC15,INCOME.HC02_EST_VC15,INCOME.HC02_MOE_VC15,INCOME.HC03_EST_VC15,INCOME.HC03_MOE_VC15,INCOME.HC04_EST_VC15,INCOME.HC04_MOE_VC15,INCOME.HC01_EST_VC18,INCOME.HC01_MOE_VC18,INCOME.HC02_EST_VC18,INCOME.HC02_MOE_VC18,INCOME.HC03_EST_VC18,INCOME.HC03_MOE_VC18,INCOME.HC04_EST_VC18,INCOME.HC04_MOE_VC18,INCOME.HC01_EST_VC19,INCOME.HC01_MOE_VC19,INCOME.HC02_EST_VC19,INCOME.HC02_MOE_VC19,INCOME.HC03_EST_VC19,INCOME.HC03_MOE_VC19,INCOME.HC04_EST_VC19,INCOME.HC04_MOE_VC19,INCOME.HC01_EST_VC20,INCOME.HC01_MOE_VC20,INCOME.HC02_EST_VC20,INCOME.HC02_MOE_VC20,INCOME.HC03_EST_VC20,INCOME.HC03_MOE_VC20,INCOME.HC04_EST_VC20,INCOME.HC04_MOE_VC20,EMPLOY.GEO.id,EMPLOY.GEO.id2,EMPLOY.HC01_EST_VC01,EMPLOY.HC01_MOE_VC01,EMPLOY.HC02_EST_VC01,EMPLOY.HC02_MOE_VC01,EMPLOY.HC03_EST_VC01,EMPLOY.HC03_MOE_VC01,EMPLOY.HC04_EST_VC01,EMPLOY.HC04_MOE_VC01,OCC.HC01_EST_VC01,OCC.HC01_EST_VC02,OCC.HC01_EST_VC03,OCC.HC01_EST_VC04,OCC.HC01_EST_VC05,OCC.HC01_EST_VC06,OCC.HC01_EST_VC07,OCC.HC01_EST_VC08,OCC.HC01_EST_VC09,OCC.HC01_EST_VC10,OCC.HC01_EST_VC11,OCC.HC01_EST_VC12,OCC.HC01_EST_VC13,OCC.HC01_EST_VC14,VOTEPERCENT,OCC.Agriculture,OCC.Construction,OCC.Manufacturing,OCC.WholesaleTrade,OCC.RetailTrade,OCC.Transportation,OCC.Information,OCC.Finance,OCC.Professional,OCC.Education,OCC.Arts,OCC.OtherServices,OCC.PublicAdmin
morrison,2008,49,0,16850,38,17,2,0,0,1,0,2,2,0,32844,1.8877116063816832,0.8128982053402072,0.83,218,1.160961370387136,35,12,2,0,0,3,1,4,1,0,33156,0.83,0.668944,244,1.749306309566896,0.7638612934764741,110th (2007–2009),435,233,202,0,4/1,110 (2007-2009),100,49,49,2,"85th, 2007-2008",DFL,DFL,Republican,12253,43,12272,66,24634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0500000US27097,27097,"Morrison County, Minnesota",13873,469,9528,456,7491,427,4345,418,6.5,1.5,4.1,1.7,1.3,0.6,16.4,4,6.8,1.6,4.4,1.4,2.0,0.7,12.3,4.4,12.4,2.1,10.3,2.5,6.9,2.4,17.6,4.8,9.1,1.2,7.3,1.4,5.9,1.2,15,3.2,17.3,2.2,16.5,2.4,16.2,2.7,18.3,4.7,24.9,2.3,28.2,2.5,32.6,3.0,13.1,3.2,11.8,1.3,15.4,2,18.3,2.4,3.8,1.5,8.1,1.2,9.9,1.6,12.5,1.9,2.3,1.3,1.4,0.4,1.9,0.6,2.3,0.7,0.2,0.2,1.8,0.6,1.9,0.7,2.2,0.9,1.1,0.9,47570,2574,55181,2253,62870,2914,27060,2917,56104,2093,62731,2616,70468,2888,36923,4457,20,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15.6,(X),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16778,1151,1699,2776,385,1804,692,136,650,1441,3644,910,582,908,0.6840139644393927,0.06860174037429968,0.101263559423054,0.1654547621885803,0.022946715937537252,0.10752175467874597,0.041244486827989035,0.008105852902610561,0.03874120872571224,0.08588627965192513,0.21718917630230064,0.05423769221599714,0.03468828227440696,0.0541184884968411
morrison,2012,49,0,16837,38,17,2,0,0,1,0,2,2,0,32844,1.8877116063816832,0.8128982053402072,0.83,218,1.160961370387136,35,12,2,0,0,3,1,4,1,0,33156,0.83,0.668944,244,1.749306309566896,0.7638612934764741,112th (2011–2013),435,193,242,0,5/1,112 (2011-2013),100,51,47,2,"87th, 2011-2012",Republican,Republican,DFL,12495,73,12336,66,24970,33173,32756,4,57,168,188,56.8,9.5,33173,32345,146,53,170,0,118,160,16781,16392,5.2,5.4,5,5.9,6.2,5.7,75.7,2513,38.2,7.4,22612,39.6,11.1,4.7,0500000US27097,27097,"Morrison County, Minnesota",13564,210,9024,219,7326,231,4540,233,7.3,1,2.8,0.7,1.0,0.3,17.2,2.6,6.8,1.1,3.2,1,1.8,0.4,15,2.9,11.3,1.2,10,1.3,8.0,1.4,15.8,2.4,10.8,1.3,8.8,1.1,7.4,0.9,15.7,3.1,16.8,1.5,15.6,1.4,15.3,1.7,16.8,2.8,21.2,1.4,25.6,1.6,26.6,1.7,12.4,2.2,14,1.2,18.4,1.7,21.1,1.8,3.9,1.1,8.7,0.8,12,1.1,14.5,1.3,1.7,0.8,1.8,0.4,2.1,0.5,2.4,0.6,0.8,0.6,1.3,0.4,1.6,0.4,1.9,0.5,0.8,0.6,47110,1569,58086,2159,64784,1714,26380,2317,56483,1804,66238,2175,72838,2522,34473,3056,22.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.1,(X),0500000US27097,27097,26059,78,68.5,1,62.7,1.1,8.2,1,16333,1165,1400,2295,371,1769,746,165,628,1430,3603,1141,822,798,0.6742891469763717,0.0713279862854344,0.08571603502112288,0.14051307169534072,0.022714749280597562,0.10830833282311884,0.045674401518398335,0.01010224698463234,0.038449764280903694,0.08755280720014694,0.22059633870078982,0.06985856854221514,0.05032755770525929,0.04885813996204004
morrison,2016,49,0,17756,38,17,2,0,0,1,0,2,2,0,32844,1.8877116063816832,0.8128982053402072,0.83,218,1.160961370387136,35,12,2,0,0,3,1,4,1,0,33156,0.83,0.668944,244,1.749306309566896,0.7638612934764741,114th (2015–2017),435,188,247,0,5/1,114 (2015-2017),100,44,54,2,"89th, 2015-2016",Republican,DFL,DFL,12441,52,12356,99,24948,32850,32434,16,93,158,149,57.2,9.9,32850,31929,196,49,167,0,130,334,16617,16233,5.2,5.2,5.3,5.3,5.4,5.2,76.4,2408,33.7,5.1,22679,37.9,11.4,4.8,0500000US27097,27097,"Morrison County, Minnesota",13275,176,8999,220,7280,210,4276,215,6.5,1.2,2.9,1,1.1,0.6,15.6,2.7,7.1,1.1,2.1,0.5,1.2,0.4,18.4,3.3,10.3,1.1,7.3,1,5.5,1.0,17.3,2.7,10.4,1.1,9,1,7.0,1.0,14.2,2.6,14.3,1.2,14.3,1.6,13.7,1.6,14.5,2.4,21.1,1.2,24.4,1.5,25.2,1.9,12.4,1.8,14.3,1,18.9,1.6,21.5,2.0,4.2,0.9,11.1,0.9,14.4,1.3,17.3,1.5,2.2,0.9,2.5,0.5,3.3,0.6,3.6,0.6,0.4,0.2,2.6,0.7,3.3,1,3.8,1.2,0.9,0.6,51456,1638,64915,2158,71412,1529,24156,2104,64142,3772,76425,4939,83969,5991,34727,3394,34.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.2,(X),0500000US27097,27097,25953,56,67.4,1,64.3,1.1,4.5,0.7,16684,1190,1408,2448,398,1859,810,139,550,1282,3908,1144,778,770,0.711720378387045,0.07132582114600815,0.08439223207863822,0.14672740350035962,0.023855190601774153,0.11142411891632702,0.048549508511148406,0.008331335411172381,0.032965715655718056,0.07684008631023735,0.2342363941500839,0.06856868856389355,0.0466315032366339,0.046152001918005274
mower,2008,50,0,19302,38,14,1,0,1,5,1,4,4,0,39218,1.7338977000356979,0.7976851254248957,0.81,258,0.9567508797956069,41,12,1,0,1,3,2,4,4,0,39023,0.81,0.6695397,267,1.7425620787740563,0.6922492972130546,110th (2007–2009),435,233,202,0,4/1,110 (2007-2009),100,49,49,2,"85th, 2007-2008",DFL,DFL,Republican,13267,134,14041,120,27562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0500000US27099,27099,"Mower County, Minnesota",15893,279,10054,334,7627,392,5839,395,7.9,1.5,5.5,1.8,1.2,0.9,13.4,2.9,4.4,1.2,1.8,0.8,0.9,0.7,9.3,3.3,13.5,1.9,9.9,2.1,7.2,2.2,21,3.9,13,2.1,10.2,2.1,8.6,2.3,19.3,3.9,15.2,1.6,14.6,2.5,13.1,2.3,16.5,3.5,20.6,2.5,23.6,3,27.9,3.3,13.9,3.2,11.6,1.8,15,2.3,17.4,2.9,3.7,1.7,10.4,1.4,14.4,1.9,17.1,2.4,2.8,1.8,2,0.8,2.6,1,3.5,1.3,0.1,0.2,1.6,0.6,2.4,0.9,3.1,1.2,0.1,0.1,45753,2898,58705,3671,67514,3010,28390,2733,57944,2908,69748,4011,79775,4695,33787,2250,21.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18915,851,1362,4868,633,1746,659,258,577,1051,4446,1143,669,652,0.7003120238008853,0.04499074808353159,0.07200634417129262,0.2573618821041501,0.03346550356859635,0.09230769230769231,0.03484007401533175,0.013639968279143537,0.03050489029870473,0.05556436690457309,0.23505154639175257,0.06042823156225218,0.03536875495638382,0.0344699973565953
mower,2012,50,0,18675,38,14,1,0,1,5,1,4,4,0,39218,1.7338977000356979,0.7976851254248957,0.81,258,0.9567508797956069,41,12,1,0,1,3,2,4,4,0,39023,0.81,0.6695397,267,1.7425620787740563,0.6922492972130546,112th (2011–2013),435,193,242,0,5/1,112 (2011-2013),100,51,47,2,"87th, 2011-2012",Republican,Republican,DFL,13059,366,13698,279,27402,39115,36105,3,118,688,2201,54.3,10.0,39115,36198,803,64,656,32,672,161,19392,19723,6.1,6.6,5.7,5.4,5.8,4.9,74.8,3415,25.3,4.2,25836,33.7,12,4.1,0500000US27099,27099,"Mower County, Minnesota",15990,193,10303,305,8035,301,5687,305,7,1.1,4.4,1.4,1.6,0.6,14.5,2.6,7.9,1.2,3.1,1.2,1.0,0.4,15.9,2.9,12.4,1.6,9.9,1.8,6.6,1.6,19.1,3.1,11.4,1.4,9.4,1.6,7.5,1.6,15.3,2.9,14.5,1.2,13.9,1.7,12.4,1.6,15.6,2.8,19.1,1.6,22.1,2.2,24.6,2.5,12,2.1,13.5,1.5,16.8,1.7,20.7,2.1,5.5,2,10.4,1.2,14.7,1.8,18.3,2.2,1.8,0.7,2.3,0.6,3.4,0.9,4.2,1.1,0.2,0.1,1.6,0.4,2.4,0.6,3.0,0.8,0.1,0.1,46239,2170,59675,2050,70544,2517,25365,2785,57850,1561,70111,2635,80716,3200,32158,1770,19.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),18.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.9,(X),0500000US27099,27099,30388,105,66.8,1.2,62.9,1.2,5.9,1.1,19101,809,1168,4928,421,1775,676,270,621,1084,4802,1375,790,382,0.6815195971097,0.042353803465787133,0.061148630961729754,0.25799696350976387,0.022040730851787864,0.09292707188105334,0.03539081723469975,0.014135385581906707,0.03251138683838543,0.056750955447358774,0.25140045023820745,0.07198575990785823,0.041359091147060364,0.01999895293440134
mower,2016,50,0,17930,38,14,1,0,1,5,1,4,4,0,39218,1.7338977000356979,0.7976851254248957,0.81,258,0.9567508797956069,41,12,1,0,1,3,2,4,4,0,39023,0.81,0.6695397,267,1.7425620787740563,0.6922492972130546,114th (2015–2017),435,188,247,0,5/1,114 (2015-2017),100,44,54,2,"89th, 2015-2016",Republican,DFL,DFL,13340,401,13471,498,27710,39248,35847,23,219,936,2223,52.0,11.0,39248,35964,1327,43,833,45,299,335,19689,19559,6.4,7.1,5.7,5.5,5.5,5.5,75.1,3270,24.4,3.5,26194,31.6,13.7,6.3,0500000US27099,27099,"Mower County, Minnesota",15414,299,10031,308,7720,280,5383,331,5.5,1.3,3,1.2,0.9,0.5,11.5,2.8,6.4,1.1,1.9,0.8,0.5,0.4,14.6,3,12.9,1.4,8.4,1.5,5.5,1.5,21.9,2.8,9.6,1.2,8.4,1.4,6.7,1.2,13.5,2.3,13.9,1.4,13,1.6,11.3,1.7,14.9,2.5,19.2,1.5,21.4,2,22.2,2.1,14.3,2.9,13.6,1.4,18.2,1.8,21.3,2.0,4.4,1.8,12.6,1.2,17.1,1.9,21.0,2.2,2.7,0.9,3.2,0.6,4.6,0.9,5.8,1.1,0.7,0.5,3.1,0.6,4.1,0.8,4.9,0.9,1.4,0.9,51778,1713,68106,2649,77809,2603,25774,1468,67934,2154,82276,3109,N,N,38759,3385,25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.3,(X),0500000US27099,27099,30655,126,66,1.3,62.2,1.2,5.8,1.1,19061,886,1115,4176,421,1861,866,249,548,1376,5212,984,779,588,0.6470588235294118,0.04648234615182834,0.0584964062745921,0.2190860920203557,0.022086983893814596,0.09763391217669587,0.04543308325901055,0.013063323015581553,0.028749803263207595,0.07218928702586433,0.2734379098683175,0.051623734326635536,0.040868789675253134,0.030848329048843187
murray,2008,51,0,4868,28,3,1,0,0,0,1,1,3,0,8447,4.380253344382621,0.8506423982869379,0.75,101,4.502523342730877,25,4,1,0,0,0,1,2,3,0,8771,0.75,0.724086,106,4.104435070117432,3.7745489697177335,110th (2007–2009),435,233,202,0,4/1,110 (2007-2009),100,49,49,2,"85th, 2007-2008",DFL,DFL,Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
murray,2012,51,0,4815,28,3,1,0,0,0,1,1,3,0,8447,4.380253344382621,0.8506423982869379,0.75,101,4.502523342730877,25,4,1,0,0,0,1,2,3,0,8771,0.75,0.724086,106,4.104435070117432,3.7745489697177335,112th (2011–2013),435,193,242,0,5/1,112 (2011-2013),100,51,47,2,"87th, 2011-2012",Republican,Republican,DFL,3265,26,3375,36,6702,8690,8487,7,24,62,110,63.1,6.8,8690,8425,21,20,33,29,71,162,4301,4389,3.8,4.2,3.5,4.4,4.5,4.3,78.3,518,35.5,6,6290,39.7,12.4,3.9,0500000US27101,27101,"Murray County, Minnesota",3861,90,2599,102,2201,92,1262,100,6.6,1.3,3.5,1.1,1.1,0.6,14,3.4,6.7,0.9,3,0.9,1.6,0.6,14.6,2.4,12,1.6,9.4,2,6.8,1.8,18.5,3.2,11.2,1.5,8.9,1.6,7.6,1.7,17.5,3.6,13.4,1.6,14.4,2.1,14.9,2.3,10.1,2.4,23.3,2,26.8,2.9,28.7,3.0,14.8,2.8,13.9,1.7,17.5,2.1,19.8,2.2,5.9,2.9,9,1.2,11.5,1.5,13.5,1.7,3.9,2.6,2,0.5,2.7,0.8,3.2,0.9,0.4,0.3,1.7,0.5,2.4,0.7,2.7,0.8,0.3,0.3,50039,3173,59443,2587,65967,2754,26745,2612,58806,1908,68777,2335,N,N,36654,3959,25.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X),0500000US27101,27101,7055,26,65.4,1.1,62.8,1.3,3.8,1,4434,607,431,460,135,427,240,82,235,202,1090,225,156,144,0.7184422560429723,0.13689670726206585,0.09720342805593143,0.10374379792512405,0.030446549391069014,0.09630130807397384,0.05412719891745602,0.01849345963013081,0.05299954894000902,0.04555705908885882,0.2458276950834461,0.05074424898511502,0.035182679296346414,0.03247631935047361
murray,2016,51,0,4740,28,3,1,0,0,0,1,1,3,0,8447,4.380253344382621,0.8506423982869379,0.75,101,4.502523342730877,25,4,1,0,0,0,1,2,3,0,8771,0.75,0.724086,106,4.104435070117432,3.7745489697177335,114th (2015–2017),435,188,247,0,5/1,114 (2015-2017),100,44,54,2,"89th, 2015-2016",Republican,DFL,DFL,3164,33,3314,14,6525,8463,8203,4,46,51,159,60.4,9.4,8463,8191,35,25,66,33,39,336,4197,4266,4.5,5.1,4,4.2,4.4,4,78.9,570,31.1,11.1,6108,37.5,12.3,5.5,0500000US27101,27101,"Murray County, Minnesota",3715,72,2375,86,2048,75,1340,88,3.7,0.9,1.7,0.6,0.5,0.4,7.8,2.3,7.1,1.4,3.3,1.5,1.5,1.1,14.2,2.7,10.6,1.6,6.6,1.3,5.3,1.1,18.3,3.8,10.4,1.3,8.5,1.4,7.3,1.3,14.6,2.6,16.3,1.9,13.1,1.8,12.5,1.8,21.4,3.9,20.2,2.1,23,2.6,24.2,2.5,15,3.5,12.2,1.2,17.3,1.8,18.7,2.1,2.9,1.1,14.2,1.8,19,2.1,21.7,2.3,4.6,3.7,2.6,0.5,3.8,0.8,4.4,0.9,0.1,0.1,2.7,0.5,3.6,0.8,4.0,0.9,1.2,0.8,51801,2300,68451,2731,72183,3240,31357,2211,65907,2517,79333,3330,N,N,40090,4195,32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X),0500000US27101,27101,6894,31,64.1,1.3,61.4,1.3,4.2,1,4234,507,328,502,134,431,219,50,212,203,1096,222,174,156,0.7264367816091954,0.11974492205951819,0.07746811525743977,0.11856400566839868,0.03164855928200284,0.10179499291450166,0.05172413793103448,0.011809163911195087,0.050070854983467174,0.04794520547945205,0.2588568729333963,0.052432687765706185,0.0410958904109589,0.03684459140292867
nicollet,2008,52,0,18286,22,6,4,0,1,2,2,2,1,0,33257,1.2027543073638631,0.7633800474071609,0.86,676,2.697133019335179,23,6,5,0,0,2,1,3,1,0,32546,0.86,0.7269214,1059,1.2597554230934678,4.500366390179266,110th (2007–2009),435,233,202,0,4/1,110 (2007-2009),100,49,49,2,"85th, 2007-2008",DFL,DFL,Republican,12100,118,11892,298,24408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0500000US27103,27103,"Nicollet County, Minnesota",12372,405,8051,301,6497,308,4321,378,4.8,1.4,2.4,1.4,0.3,0.2,10.1,3.2,6,1.8,3.9,2,0.8,0.7,10.9,4,9.2,2.3,5.1,2,2.0,1.3,16.2,4.9,10.1,2.1,7.2,2.1,6.0,1.9,15.9,4.7,14.3,2.4,10.3,2.2,9.0,2.4,21.6,4.7,24.4,3.1,27.9,3.8,31.0,4.4,16.7,5.3,14.9,2.5,21,3.7,24.9,4.3,3.6,1.6,11.4,1.8,15,2.7,18.3,3.3,5,2.5,2.6,1.1,3.5,1.7,3.4,1.6,0,0.8,2.3,1.3,3.5,1.9,4.1,2.4,0,0.8,55214,3124,69377,2786,75663,3516,33393,3823,65530,4258,79660,6379,87930,6698,37665,3344,21.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.1,(X),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17835,727,1059,3019,479,1934,750,513,557,1016,5010,1233,903,635,0.7491805965257292,0.040762545556490046,0.059377628259041214,0.1692738996355481,0.026857303055789178,0.10843846369498178,0.04205214465937763,0.028763666947014297,0.031230726100364453,0.05696663863190356,0.2809083263246426,0.06913372582001683,0.05063078216989066,0.03560414914493973
